FA0203299,3,94.3333,95,0.4714,94,95
FA0038479,7,90019,90019,0,90019,90019
FA0066966,3,90026,90026,0,90026,90026
FA0024279,1,93,93,0,93,93
FA0040029,4,90007,90007,0,90007,90007
FA0172132,12,90.6667,91,4.4969,84,98
FA0028100,4,93.5,94,1.5,91,95
FA0045249,5,90061,90061,0,90061,90061
FA0011973,3,95,98,2.1602,93,98
FA0165396,3,90036,90036,0,90036,90036
FA0037746,8,90.25,90,0.6614,90,92
FA0057906,1,90,90,0,90,90
FA0024105,2,90.5,90,0.5,90,91
FA0265791,3,90026,90026,0,90026,90026
FA0018543,2,90036,90036,0,90036,90036
FA0006106,5,90064,90064,0,90064,90064
FA0226297,2,94,93,1,93,95
FA0158349,2,90026,90026,0,90026,90026
FA0050180,4,90045,90045,0,90045,90045
FA0049169,3,93.6667,97,2.4944,91,97
FA0224681,4,92.75,93,0.433,92,93
FA0030490,5,91.6,92,1.0198,90,93
FA0044663,1,90,90,0,90,90
FA0061616,2,94.5,94,0.5,94,95
FA0006568,2,94,93,1,93,95
FA0167513,2,90069,90069,0,90069,90069
FA0259872,5,94.6,94,0.8,94,96
FA0177129,2,90.5,90,0.5,90,91
FA0046307,2,90023,90023,0,90023,90023
FA0028674,2,95.5,95,0.5,95,96
FA0026940,1,90,90,0,90,90
FA0249526,3,93.3333,96,1.8856,92,96
FA0040374,3,88,93,5.099,81,93
FA0043319,4,90034,90034,0,90034,90034
FA0166791,2,86.5,83,3.5,83,90
FA0144540,4,78.5,74,7.7942,74,92
FA0071774,5,90.2,90,0.4,90,91
FA0035533,2,92,91,1,91,93
FA0040994,5,88.8,90,3.4293,82,91
FA0262726,1,91,91,0,91,91
FA0044540,7,92.8571,93,1.3553,90,95
FA0053338,1,90,90,0,90,90
FA0006925,2,90014,90014,0,90014,90014
FA0138351,1,96,96,0,96,96
FA0137282,5,90024,90024,0,90024,90024
FA0274108,1,90026,90026,0,90026,90026
FA0224876,7,84.7143,90,4.5893,80,90
FA0249119,4,90.5,91,0.5,90,91
FA0178337,4,92.25,94,2.2776,90,95
FA0020630,2,85.5,80,5.5,80,91
FA0250366,4,90061,90061,0,90061,90061
FA0256185,2,90,90,0,90,90
FA0054732,3,95,97,1.633,93,97
FA0226139,9,81.7778,82,1.0304,80,83
FA0251794,3,91.3333,93,1.2472,90,93
FA0063367,1,95,95,0,95,95
FA0043190,6,90071,90071,0,90071,90071
FA0172236,2,95,94,1,94,96
FA0052502,5,94,95,1.6733,92,96
FA0160441,2,95,94,1,94,96
FA0277038,2,90,90,0,90,90
FA0049398,3,93.3333,95,1.6997,91,95
FA0021474,9,90042,90042,0,90042,90042
FA0177224,6,90015,90015,0,90015,90015
FA0063575,2,90012,90012,0,90012,90012
FA0261805,1,94,94,0,94,94
FA0143726,3,86.3333,95,6.1283,82,95
FA0239282,3,85.3333,88,3.7712,80,88
FA0143809,4,90,93,5.1962,81,93
FA0021491,7,90045,90045,0,90045,90045
FA0043008,3,90.6667,91,0.4714,90,91
FA0025853,4,91.5,94,3.5,86,95
FA0029624,5,92.8,92,2.4819,90,97
FA0166229,7,85.7143,90,4.9487,80,90
FA0027496,2,91,91,0,91,91
FA0022790,4,91.25,96,6.3394,85,99
FA0226468,2,90,90,0,90,90
FA0271069,3,73,73,0,73,73
FA0028916,3,84.6667,94,6.5997,80,94
FA0222799,1,93,93,0,93,93
FA0042875,4,90012,90012,0,90012,90012
FA0061349,4,90057,90057,0,90057,90057
FA0058311,3,90036,90036,0,90036,90036
FA0006688,3,93,96,2.1602,91,96
FA0010179,3,89.6667,94,5.4365,82,94
FA0163236,9,92,93,1.4907,90,94
FA0036367,1,84,84,0,84,84
FA0176813,2,90,90,0,90,90
FA0014470,2,90012,90012,0,90012,90012
FA0009746,3,94.3333,97,2.0548,92,97
FA0003277,2,91.5,90,1.5,90,93
FA0268033,3,90.3333,97,5.3125,84,97
FA0008922,4,94.5,96,1.6583,92,96
FA0137887,2,92,91,1,91,93
FA0033930,2,90012,90012,0,90012,90012
FA0243626,5,91,91,1.0954,90,93
FA0003207,2,91,90,1,90,92
FA0027102,7,92.5714,94,2.6108,90,97
FA0159737,5,84.4,90,7.6837,75,91
FA0239653,3,90024,90024,0,90024,90024
FA0007770,2,90,90,0,90,90
FA0060713,3,88,93,5.099,81,93
FA0224570,2,89.5,86,3.5,86,93
FA0065244,2,94.5,94,0.5,94,95
FA0051372,5,91.2,91,1.4697,90,94
FA0177796,6,90.5,90,0.5,90,91
FA0268633,3,90057,90057,0,90057,90057
FA0073625,9,95,96,2.708,90,98
FA0170166,2,94.5,94,0.5,94,95
FA0167182,4,90035,90035,0,90035,90035
FA0045118,4,90028,90028,0,90028,90028
FA0244383,5,90041,90041,0,90041,90041
FA0073628,2,93.5,91,2.5,91,96
FA0165405,2,92,91,1,91,93
FA0024042,5,90043,90043,0,90043,90043
FA0267559,3,93.3333,96,1.8856,92,96
FA0053702,4,96.75,97,0.8292,96,98
FA0203764,1,96,96,0,96,96
FA0021261,9,89.8889,90,3.6952,84,95
FA0030752,5,90,90,0,90,90
FA0166360,6,86.6667,84,4.6786,81,94
FA0021416,3,96,96,0,96,96
FA0013082,1,90012,90012,0,90012,90012
FA0033768,5,90011,90011,0,90011,90011
FA0239206,3,90006,90006,0,90006,90006
FA0042698,4,92,93,1.2247,90,93
FA0275241,2,90015,90015,0,90015,90015
FA0023741,6,92,92,1.1547,90,94
FA0066217,4,90015,90015,0,90015,90015
FA0033776,1,95,95,0,95,95
FA0026878,1,90028,90028,0,90028,90028
FA0159668,2,98,98,0,98,98
FA0013312,2,91,91,0,91,91
FA0030647,5,89,90,3.0984,83,92
FA0014908,7,90044,90044,0,90044,90044
FA0066462,4,91.25,92,1.299,90,93
FA0171890,2,93.5,93,0.5,93,94
FA0030884,3,90064,90064,0,90064,90064
FA0037345,5,90046,90046,0,90046,90046
FA0268287,4,90.5,90,0.866,90,92
FA0249771,2,94,91,3,91,97
FA0259681,3,90.3333,91,0.4714,90,91
FA0202741,2,92,90,2,90,94
FA0041751,5,85.2,90,6.735,77,92
FA0072716,3,95.6667,96,0.4714,95,96
FA0138830,3,96.3333,99,2.0548,94,99
FA0138753,2,90,90,0,90,90
FA0067268,2,94.5,93,1.5,93,96
FA0267835,4,90014,90014,0,90014,90014
FA0164942,3,92,96,2.8284,90,96
FA0261718,1,90,90,0,90,90
FA0251491,4,89,91,2,87,91
FA0043720,1,98,98,0,98,98
FA0050823,9,83.8889,81,4.6054,80,91
FA0256583,6,90026,90026,0,90026,90026
FA0015350,5,90064,90064,0,90064,90064
FA0010132,3,91.6667,94,1.6997,90,94
FA0167286,3,90047,90047,0,90047,90047
FA0259447,1,91,91,0,91,91
FA0203822,3,90.6667,91,0.4714,90,91
FA0030356,5,96.8,97,0.7483,96,98
FA0267800,2,90020,90020,0,90020,90020
FA0021204,5,92.4,91,2.498,90,97
FA0252715,2,93.5,91,2.5,91,96
FA0031448,3,90066,90066,0,90066,90066
FA0052306,2,94,93,1,93,95
FA0174505,1,96,96,0,96,96
FA0019148,3,94.6667,95,0.4714,94,95
FA0019271,23,90012,90012,0,90012,90012
FA0166546,2,90,87,3,87,93
FA0053018,6,89.8333,90,4.18,81,94
FA0051126,2,92,92,0,92,92
FA0250190,2,88,84,4,84,92
FA0063920,3,96.3333,97,0.4714,96,97
FA0051599,2,93,91,2,91,95
FA0263376,1,97,97,0,97,97
FA0049247,3,96.3333,99,2.0548,94,99
FA0020742,7,90011,90011,0,90011,90011
FA0274124,2,91,91,0,91,91
FA0074030,1,90,90,0,90,90
FA0159819,2,88.5,85,3.5,85,92
FA0174182,4,90028,90028,0,90028,90028
FA0277452,1,97,97,0,97,97
FA0226102,1,95,95,0,95,95
FA0274143,2,96,96,0,96,96
FA0171774,5,91.6,92,1.0198,90,93
FA0267679,1,96,96,0,96,96
FA0255366,1,90039,90039,0,90039,90039
FA0055710,1,98,98,0,98,98
FA0203468,3,94.3333,97,2.0548,92,97
FA0052224,3,90036,90036,0,90036,90036
FA0166525,3,93.6667,96,1.6997,92,96
FA0265880,4,87,90,3,84,90
FA0242050,5,91.4,91,1.4967,90,94
FA0052942,5,92.8,92,2.0396,90,96
FA0245945,2,96.5,96,0.5,96,97
FA0046782,7,88.5714,92,5.4735,80,93
FA0039706,3,93,94,0.8165,92,94
FA0012070,2,95,94,1,94,96
FA0052791,6,87.6667,90,5.6765,80,95
FA0165661,2,86.5,83,3.5,83,90
FA0264113,3,90010,90010,0,90010,90010
FA0039321,5,90014,90014,0,90014,90014
FA0038203,6,90044,90044,0,90044,90044
FA0044246,1,97,97,0,97,97
FA0024502,2,91.5,90,1.5,90,93
FA0028497,1,91,91,0,91,91
FA0251376,4,90026,90026,0,90026,90026
FA0243627,2,92.5,91,1.5,91,94
FA0262422,8,90044,90044,0,90044,90044
FA0037534,3,98,99,0.8165,97,99
FA0062091,5,90040,90040,0,90040,90040
FA0068278,2,93.5,92,1.5,92,95
FA0021100,3,90.3333,93,3.0912,86,93
FA0042154,2,90006,90006,0,90006,90006
FA0055169,5,90012,90012,0,90012,90012
FA0173765,2,91.5,90,1.5,90,93
FA0071269,1,90015,90015,0,90015,90015
FA0179724,2,90.5,90,0.5,90,91
FA0159183,6,90004,90004,0,90004,90004
FA0137786,5,90,90,0,90,90
FA0157974,5,90032,90032,0,90032,90032
FA0053919,6,94,94,1,93,96
FA0276325,3,90035,90035,0,90035,90035
FA0070154,2,87.5,85,2.5,85,90
FA0251766,1,90020,90020,0,90020,90020
FA0061706,1,92,92,0,92,92
FA0032768,4,92,92,1.2247,91,94
FA0259412,2,91,90,1,90,92
FA0226235,5,92.2,92,2.0396,90,95
FA0049180,4,90029,90029,0,90029,90029
FA0242033,2,90045,90045,0,90045,90045
FA0269049,3,90034,90034,0,90034,90034
FA0244365,2,91.5,90,1.5,90,93
FA0033495,3,90033,90033,0,90033,90033
FA0203328,2,90.5,90,0.5,90,91
FA0013433,5,84.8,80,6.0133,80,94
FA0225456,2,89.5,88,1.5,88,91
FA0066950,4,89.75,90,1.7854,87,92
FA0152226,4,90001,90001,0,90001,90001
FA0260093,2,87,82,5,82,92
FA0033460,3,81.3333,86,6.5997,72,86
FA0256578,3,90058,90058,0,90058,90058
FA0042579,5,90007,90007,0,90007,90007
FA0044249,1,90061,90061,0,90061,90061
FA0239128,3,94.6667,95,0.4714,94,95
FA0166492,2,90005,90005,0,90005,90005
FA0035122,5,90063,90063,0,90063,90063
FA0073046,2,90022,90022,0,90022,90022
FA0224650,4,96.5,97,0.866,95,97
FA0045617,1,90024,90024,0,90024,90024
FA0244578,4,90011,90011,0,90011,90011
FA0006413,4,90.75,91,0.8292,90,92
FA0045049,5,88.4,91,3.5553,82,91
FA0035339,2,96.5,96,0.5,96,97
FA0051167,2,95.5,94,1.5,94,97
FA0164928,7,90024,90024,0,90024,90024
FA0267078,2,88.5,80,8.5,80,97
FA0044112,1,97,97,0,97,97
FA0021288,1,80,80,0,80,80
FA0273752,1,90046,90046,0,90046,90046
FA0020373,2,91.5,90,1.5,90,93
FA0180143,3,93,94,0.8165,92,94
FA0046753,3,90015,90015,0,90015,90015
FA0065296,1,94,94,0,94,94
FA0266325,2,94,92,2,92,96
FA0005709,4,94.5,95,1.118,93,96
FA0019461,3,93.3333,96,1.8856,92,96
FA0059591,15,90047,90047,0,90047,90047
FA0011520,1,84,84,0,84,84
FA0250631,3,90.3333,91,0.4714,90,91
FA0241165,6,90041,90041,0,90041,90041
FA0267328,2,91,91,0,91,91
FA0160505,3,90039,90039,0,90039,90039
FA0171733,3,92.6667,96,2.4944,90,96
FA0009844,2,91,90,1,90,92
FA0165997,8,88.625,92,7.952,76,98
FA0268463,2,96.5,96,0.5,96,97
FA0245961,5,94.2,94,2.2271,92,98
FA0021533,1,90028,90028,0,90028,90028
FA0016883,3,85.6667,90,3.2998,82,90
FA0054430,1,95,95,0,95,95
FA0241007,2,93,92,1,92,94
FA0015157,1,99,99,0,99,99
FA0003868,1,90005,90005,0,90005,90005
FA0164853,3,94,96,2.1602,91,96
FA0144636,5,91.8,91,1.4697,90,94
FA0240670,3,90002,90002,0,90002,90002
FA0180555,5,90037,90037,0,90037,90037
FA0018794,3,96.3333,98,1.6997,94,98
FA0239970,5,87.8,90,4.1183,82,93
FA0026578,3,94,97,2.1602,92,97
FA0033775,3,88.3333,92,3.8586,83,92
FA0017698,7,83.1429,90,8.1491,70,91
FA0274141,1,92,92,0,92,92
FA0047069,5,92.4,93,1.3565,90,94
FA0224552,6,90022,90022,0,90022,90022
FA0241998,3,90,90,0,90,90
FA0248961,2,90048,90048,0,90048,90048
FA0174319,4,93.25,96,3.2692,90,97
FA0061446,3,90006,90006,0,90006,90006
FA0156634,2,95,95,0,95,95
FA0250523,3,90026,90026,0,90026,90026
FA0138003,4,96,96,0.7071,95,97
FA0249370,1,91,91,0,91,91
FA0032721,5,90006,90006,0,90006,90006
FA0026568,2,94,94,0,94,94
FA0006885,3,96.6667,98,1.8856,94,98
FA0203033,3,87.3333,90,3.7712,82,90
FA0064186,2,90,90,0,90,90
FA0053542,3,86.6667,90,2.4944,84,90
FA0060164,6,90038,90038,0,90038,90038
FA0224620,5,87.8,90,3.6,83,92
FA0279635,1,93,93,0,93,93
FA0138924,3,83.3333,90,4.714,80,90
FA0257378,1,95,95,0,95,95
FA0027611,5,86.4,91,6.6513,76,92
FA0048449,1,91,91,0,91,91
FA0072365,3,92.6667,94,0.9428,92,94
FA0268295,1,90012,90012,0,90012,90012
FA0264072,1,90015,90015,0,90015,90015
FA0067953,2,97,96,1,96,98
FA0019420,3,93,96,2.1602,91,96
FA0034991,8,90.75,91,1.9843,87,94
FA0005534,3,90.3333,91,0.4714,90,91
FA0241102,7,91.4286,92,0.7284,90,92
FA0262059,8,91.25,91,1.479,90,95
FA0052335,2,91.5,90,1.5,90,93
FA0262391,1,91,91,0,91,91
FA0011447,2,90027,90027,0,90027,90027
FA0011194,2,94,92,2,92,96
FA0244348,2,90012,90012,0,90012,90012
FA0067355,3,90012,90012,0,90012,90012
FA0071195,5,90014,90014,0,90014,90014
FA0071793,3,90013,90013,0,90013,90013
FA0030998,2,91.5,91,0.5,91,92
FA0071486,6,95,94,1.4142,93,97
FA0060808,3,88,92,5.6569,80,92
FA0038883,1,93,93,0,93,93
FA0275617,2,87.5,84,3.5,84,91
FA0261551,2,94,94,0,94,94
FA0163210,3,92.3333,95,1.8856,91,95
FA0175614,3,86.6667,94,5.1854,83,94
FA0263620,3,88,96,5.7155,83,96
FA0255775,1,97,97,0,97,97
FA0070341,2,94.5,92,2.5,92,97
FA0265003,2,96.5,96,0.5,96,97
FA0251720,4,92.25,92,2.2776,90,96
FA0245526,4,89,92,4.1231,82,92
FA0011327,1,92,92,0,92,92
FA0170143,3,90028,90028,0,90028,90028
FA0053899,6,94.5,94,1.2583,93,96
FA0062861,1,94,94,0,94,94
FA0239956,3,93.3333,94,0.9428,92,94
FA0180775,6,89.5,90,2.6926,86,93
FA0258924,2,90010,90010,0,90010,90010
FA0028915,2,83,83,0,83,83
FA0006941,4,92.5,93,1.118,91,94
FA0265724,5,90029,90029,0,90029,90029
FA0180140,1,90020,90020,0,90020,90020
FA0258466,2,91.5,90,1.5,90,93
FA0046370,4,91,91,0.7071,90,92
FA0143555,3,93,96,2.4495,90,96
FA0023496,5,95.2,95,0.7483,94,96
FA0259071,2,86,81,5,81,91
FA0029449,2,92,92,0,92,92
FA0166969,5,86.6,90,5.4991,80,93
FA0251536,1,94,94,0,94,94
FA0011957,4,92,92,0.7071,91,93
FA0054259,4,93.75,94,0.433,93,94
FA0164635,2,80,70,10,70,90
FA0173927,1,95,95,0,95,95
FA0263991,1,94,94,0,94,94
FA0020290,3,90032,90032,0,90032,90032
FA0052772,5,91.6,92,1.0198,90,93
FA0274074,2,90021,90021,0,90021,90021
FA0252658,3,92.6667,95,2.0548,90,95
FA0165585,4,93.25,93,1.6394,92,96
FA0255827,2,90006,90006,0,90006,90006
FA0222318,5,90018,90018,0,90018,90018
FA0249761,7,82.2857,80,7.8324,74,95
FA0001714,2,90064,90064,0,90064,90064
FA0015194,2,88.5,87,1.5,87,90
FA0174556,2,93,93,0,93,93
FA0010985,1,90,90,0,90,90
FA0140901,3,90028,90028,0,90028,90028
FA0272527,5,91,90,1.5492,90,94
FA0031869,7,90045,90045,0,90045,90045
FA0050112,3,88,96,5.6569,84,96
FA0054578,3,93,97,2.9439,90,97
FA0025401,7,88.7143,90,2.7627,85,92
FA0043092,2,90007,90007,0,90007,90007
FA0013170,3,90012,90012,0,90012,90012
FA0151556,1,96,96,0,96,96
FA0276611,1,83,83,0,83,83
FA0069990,3,90012,90012,0,90012,90012
FA0225592,8,90036,90036,0,90036,90036
FA0172432,3,95,97,1.633,93,97
FA0058009,3,91,92,0.8165,90,92
FA0203348,1,96,96,0,96,96
FA0071544,5,90025,90025,0,90025,90025
FA0251913,4,90024,90024,0,90024,90024
FA0164832,2,90048,90048,0,90048,90048
FA0269430,2,84,83,1,83,85
FA0065391,1,90056,90056,0,90056,90056
FA0074451,5,90020,90020,0,90020,90020
FA0225068,6,89.1667,90,2.3393,84,91
FA0241469,1,90045,90045,0,90045,90045
FA0020118,6,93.5,93,0.5,93,94
FA0256348,1,96,96,0,96,96
FA0022506,3,90016,90016,0,90016,90016
FA0037153,1,90014,90014,0,90014,90014
FA0245743,4,90.75,90,1.299,90,93
FA0020497,4,90063,90063,0,90063,90063
FA0167421,6,91.3333,92,2.9814,85,94
FA0050602,6,80,70,10,70,90
FA0264505,6,92.6667,90,2.6874,90,96
FA0171346,4,92.75,92,1.299,92,95
FA0072833,7,91.8571,93,1.1249,90,93
FA0022874,6,86.5,84,3.6401,81,90
FA0027527,8,91,90,1.5,90,94
FA0029211,4,90006,90006,0,90006,90006
FA0252481,6,90.8333,92,5.0799,80,96
FA0274625,1,91,91,0,91,91
FA0058581,3,93.3333,94,0.9428,92,94
FA0239207,7,90022,90022,0,90022,90022
FA0029262,5,87,84,4.8166,82,95
FA0050639,3,94.3333,95,0.4714,94,95
FA0165887,2,88,84,4,84,92
FA0040714,4,93.75,97,3.7666,90,98
FA0178981,7,90033,90033,0,90033,90033
FA0166049,7,95.1429,97,2.2315,92,97
FA0203294,3,92,94,1.633,90,94
FA0073234,2,90023,90023,0,90023,90023
FA0175756,2,94,93,1,93,95
FA0032240,5,94,96,2.8983,90,97
FA0037340,2,93,93,0,93,93
FA0007361,2,92,90,2,90,94
FA0171788,3,88,96,5.6569,84,96
FA0173929,3,90.6667,92,0.9428,90,92
FA0158111,11,90035,90035,0,90035,90035
FA0171280,2,93,92,1,92,94
FA0158626,4,93.25,94,1.479,91,95
FA0066269,3,90.6667,91,0.4714,90,91
FA0149291,7,90004,90004,0,90004,90004
FA0052618,3,94,95,0.8165,93,95
FA0166419,2,90041,90041,0,90041,90041
FA0064251,10,87.4,90,4.7371,82,96
FA0044185,1,90024,90024,0,90024,90024
FA0068249,4,93.25,94,1.9203,90,95
FA0054906,1,93,93,0,93,93
FA0016492,2,92,91,1,91,93
FA0256951,4,90025,90025,0,90025,90025
FA0242241,5,90.4,90,0.4899,90,91
FA0251131,5,90025,90025,0,90025,90025
FA0242599,4,90011,90011,0,90011,90011
FA0270344,3,90036,90036,0,90036,90036
FA0049331,1,90025,90025,0,90025,90025
FA0263588,2,92,92,0,92,92
FA0259089,3,90045,90045,0,90045,90045
FA0263238,7,84,84,5.4248,74,91
FA0024788,5,92.2,94,4.6217,83,95
FA0137405,3,94.6667,96,0.9428,94,96
FA0241866,7,85,90,4.6291,80,90
FA0042140,8,92.5,93,1.118,91,94
FA0055021,2,90045,90045,0,90045,90045
FA0167287,2,91.5,91,0.5,91,92
FA0158702,6,93.8333,93,1.5723,92,96
FA0174388,3,90042,90042,0,90042,90042
FA0250504,5,87.2,90,4.3081,82,92
FA0026036,7,90035,90035,0,90035,90035
FA0005890,3,86.3333,90,2.6247,84,90
FA0167114,2,90058,90058,0,90058,90058
FA0250587,7,90057,90057,0,90057,90057
