5,95.6,97,3.9294,88,99,
5,95.2,95,1.7205,93,98,
5,96.8,97,0.4,96,97,
8,95.75,96,1.7139,92,98,
6,97.1667,98,1.2134,95,98,
4,98,99,1.8708,95,100,
8,95.875,96,2.2044,91,98,
7,93.8571,94,1.2454,92,96,
6,94.8333,94,1.7717,93,98,
4,96,97,1.2247,94,97,
3,94,97,2.9439,90,97,
7,92,92,1.7728,90,96,
8,89.875,91,4.8589,81,95,
9,90.5556,92,4.5974,82,96,
5,92.4,91,2.498,90,97,
3,96,99,3.559,91,99,
5,96.2,96,1.1662,95,98,
5,91.4,91,1.3565,90,94,
4,92.5,92,1.5,91,95,
5,94.8,95,2.9257,90,99,
4,94.75,97,3.1125,90,98,
7,95.8571,96,1.2454,94,98,
4,97.75,98,0.433,97,98,
5,92,91,1.7889,90,95,
65,94.8615,96,2.4675,83,98,
8,90.125,90,0.3307,90,91,
5,95.6,96,1.3565,94,97,
7,92.8571,93,0.9897,91,94,
8,94.125,94,1.0533,93,96,
7,94.2857,97,3.614,90,99,
5,95.2,95,2.9933,90,99,
6,92.1667,92,1.3437,90,94,
7,93,94,2.4495,90,96,
9,95.5556,96,1.499,92,98,
6,96.8333,96,1.0672,96,99,
5,97.2,97,0.7483,96,98,
8,94.5,94,1.5,93,97,
5,92.4,93,2.245,90,96,
9,91.3333,91,1.4142,90,94,
7,92.4286,95,2.5555,90,96,
5,86,83,5.4037,80,93,
4,92.75,94,2.3848,90,96,
3,94.3333,96,1.2472,93,96,
6,93.1667,91,3.3375,90,100,
4,88.25,90,3.4911,84,93,
4,91.25,92,1.299,90,93,
3,92,93,1.4142,90,93,
5,96.8,97,1.1662,95,98,
5,97.2,98,1.1662,95,98,
7,94,94,1.5119,92,97,
5,93.6,96,4.5431,85,97,
8,92.25,93,2.9896,86,96,
3,91.3333,94,1.8856,90,94,
8,91.625,95,4.9228,80,96,
5,93,91,3.7947,90,100,
6,91,91,2.0817,87,93,
8,95.5,96,2.0616,91,98,
8,88.125,90,4.1665,80,92,
5,95.4,96,0.8,94,96,
7,92.1429,92,1.6413,90,95,
6,96.3333,96,1.5986,94,99,
5,95.6,96,0.4899,95,96,
8,91.5,91,1.7321,90,94,
8,92.125,94,4.3427,81,96,
8,96.75,97,1.299,94,98,
5,94.6,95,1.6248,92,97,
7,90.5714,93,4.4355,84,95,
7,91.7143,92,1.666,90,95,
3,94.6667,96,1.2472,93,96,
14,96.5,96,1.118,94,98,
5,97.6,98,1.0198,96,99,
7,93.8571,95,2.2946,90,97,
7,91.5714,93,3.8861,84,98,
2,89.5,81,8.5,81,98,
7,92.4286,93,1.3997,90,94,
5,91.4,90,1.7436,90,94,
7,92.7143,94,1.906,90,95,
4,95.75,96,1.0897,94,97,
9,93.5556,95,3.8618,83,96,
4,95.75,97,1.9203,93,98,
6,87.1667,90,5.9278,77,92,
6,93.8333,93,1.3437,92,96,
5,91.4,92,1.2,90,93,
6,93.3333,93,1.1055,92,95,
6,91.1667,90,4.8103,82,97,
6,95.8333,95,1.3437,94,98,
6,91.1667,90,1.7717,90,95,
2,91,87,4,87,95,
6,94.3333,93,2.0548,92,98,
7,90,91,6.5465,75,96,
11,88.7273,91,5.1714,80,95,
7,93.7143,95,2.3123,90,97,
4,96,96,0.7071,95,97,
5,96,95,1.2649,95,98,
4,95,96,2.5495,91,98,
6,93.5,93,2.1409,90,96,
6,92.6667,92,2.1344,90,96,
4,96.5,97,1.8028,94,99,
5,93,94,3.4059,87,97,
3,93,94,0.8165,92,94,
4,95,94,1.7321,94,98,
8,92.125,93,1.6154,90,95,
6,95.8333,97,2.7938,90,98,
3,96,98,2.1602,93,98,
7,92.2857,93,1.666,90,95,
7,95.7143,96,1.3851,94,98,
7,93.5714,95,3.8119,86,98,
6,98.6667,99,0.4714,98,99,
7,88.4286,92,5.4995,80,94,
6,92.8333,91,3.4841,87,97,
3,90.6667,92,0.9428,90,92,
4,96,96,1.2247,95,98,
5,94.4,95,2.4166,90,97,
7,93.8571,95,1.7261,91,96,
8,92.375,94,5.8936,77,96,
3,94.3333,96,1.6997,92,96,
8,93.625,95,3.12,90,98,
7,98.2857,99,1.5779,96,100,
14,98.2143,98,1.4232,96,100,
8,85,90,7.0711,70,90,
5,97,98,1.7889,94,99,
6,91.3333,90,1.3744,90,93,
7,94.7143,96,1.906,92,97,
7,95.4286,97,1.7613,93,98,
8,93.25,94,1.3919,92,96,
7,94.8571,96,1.3553,93,96,
7,94.2857,95,2.0504,90,97,
7,88.8571,91,3.4405,83,92,
5,95.4,95,1.4967,93,97,
8,91.5,93,4.8734,80,97,
8,92.5,95,4.272,82,96,
4,93.75,94,0.433,93,94,
6,92,90,2.0817,90,95,
3,92.6667,95,1.6997,91,95,
7,94.7143,96,2.7105,90,98,
6,93.8333,94,1.9508,90,96,
7,89.8571,90,2.4159,85,94,
7,93.2857,94,1.5779,91,95,
7,96.5714,98,2.2588,93,100,
7,93.2857,94,1.1606,92,95,
4,98,98,0,98,98,
5,96.6,97,1.6248,94,99,
10,91,90,4.5387,81,99,
10,95.6,96,3.0397,88,99,
6,92.1667,91,2.1148,90,95,
6,94.8333,95,2.5441,90,98,
5,93.8,94,1.6,91,96,
7,91.8571,93,1.6413,90,94,
6,91.1667,90,3.3375,85,95,
7,97.2857,98,1.2778,95,99,
7,91,94,4.4078,81,95,
8,92.25,92,1.3919,90,95,
8,92.375,94,1.8666,90,94,
7,86.4286,90,3.7742,80,90,
7,95,96,2.1381,92,98,
3,91.3333,93,1.2472,90,93,
7,93.1429,95,2.0996,90,95,
5,92,91,2.0976,90,96,
6,95,96,2,91,97,
3,96.3333,99,2.4944,93,99,
5,86,90,4.899,80,90,
4,94.5,97,2.8723,90,97,
8,91.5,91,1.3229,90,94,
5,93.8,95,2.4,90,96,
7,93.7143,95,2.2497,91,97,
6,93.5,94,2.8137,90,98,
3,96,98,1.633,94,98,
13,95.2308,96,1.804,92,98,
4,93.25,94,1.9203,91,96,
7,92.8571,94,2.3561,90,97,
7,94.7143,95,1.7496,91,97,
4,93,94,3.3166,90,98,
7,95.5714,96,2.5555,91,99,
6,95,95,2.3805,90,97,
6,93,93,1.8257,90,96,
5,92.8,93,1.1662,91,94,
4,96.25,96,1.0897,95,98,
5,96.4,97,1.2,95,98,
11,94.7273,95,1.4827,92,97,
6,96.6667,96,1.1055,95,98,
5,95.2,96,1.6,92,96,
2,94.5,94,0.5,94,95,
6,93.3333,93,1.2472,92,95,
7,95.5714,98,3.2008,91,100,
7,93,94,2.5635,90,97,
16,90.9375,91,3.8805,81,97,
6,95.8333,97,2.4095,92,98,
6,98.1667,98,1.0672,97,100,
6,93.6667,94,1.972,91,96,
17,94.5882,95,2.8088,90,99,
7,91.1429,93,3.8333,83,96,
4,96.25,98,3.3448,91,100,
7,95.5714,97,2.718,91,99,
8,90.875,90,1.1659,90,93,
6,88,90,5.8595,75,92,
4,96,96,1.8708,94,99,
9,95.6667,96,1.633,93,98,
7,93.4286,93,1.9898,92,97,
6,92.6667,91,2.0548,91,96,
5,93.6,94,2.4166,90,97,
4,96,96,2.4495,94,100,
7,97.1429,98,0.9897,95,98,
4,92.25,94,2.2776,90,95,
5,96.8,98,1.9391,93,98,
6,92.8333,93,1.7717,90,95,
8,94,95,1.9365,90,97,
2,92,91,1,91,93,
7,95.4286,97,2.7701,90,99,
7,92.7143,93,1.0302,91,94,
5,93.2,92,1.4697,92,95,
5,95,96,1.6733,93,97,
4,95,95,0.7071,94,96,
6,92.1667,91,2.1148,90,95,
4,90.5,90,0.866,90,92,
16,96.5,97,2.3452,90,100,
3,91.6667,95,2.357,90,95,
7,91.4286,93,2.499,86,94,
5,92.8,94,2.4,90,96,
7,96.2857,97,1.3851,94,98,
4,97,97,0.7071,96,98,
3,81,83,1.4142,80,83,
5,95.2,96,1.1662,93,96,
7,90,94,6.9076,74,96,
8,91.75,92,3.4551,85,97,
8,92.5,95,4.7697,81,96,
7,90.5714,90,1.0498,90,93,
6,96.1667,96,1.7717,93,98,
2,89,87,2,87,91,
6,90.3333,90,0.4714,90,91,
6,90.6667,90,0.7454,90,92,
6,95.1667,95,1.8634,93,98,
5,95.2,96,1.4697,93,97,
6,94.8333,94,3.0231,91,100,
6,92.8333,91,2.4777,90,97,
8,94,94,1.4142,92,96,
4,92.25,93,0.8292,91,93,
6,89.5,90,4.3108,82,95,
4,95,96,2.1213,93,98,
8,97.125,98,1.536,94,98,
2,92.5,91,1.5,91,94,
7,89.8571,90,4.4858,80,95,
4,94.75,96,2.9475,90,98,
8,96,96,1.4142,94,98,
7,92,93,2.2039,90,96,
5,94.8,95,1.7205,92,97,
6,94.1667,94,2.5441,91,98,
4,93.75,96,2.4875,90,96,
8,89.625,90,2.6897,85,94,
3,98.6667,99,0.4714,98,99,
8,91.375,92,1.4948,90,94,
6,91.3333,90,3.5434,85,96,
4,94.75,96,2.2776,91,97,
5,92.2,92,1.6,90,94,
7,92.8571,94,2.9966,87,97,
5,93.4,94,2.1541,90,96,
7,92.8571,93,2.2946,90,96,
6,96.5,96,2.4324,92,100,
7,91.2857,91,1.2778,90,94,
6,91.5,92,3.594,84,95,
6,90.8333,90,3.2361,86,97,
8,93.625,94,1.7275,91,96,
2,91,91,0,91,91,
6,91.5,90,2.1409,90,95,
7,93.1429,95,2.4159,90,96,
13,93.3077,93,2.2663,90,97,
8,90.75,92,4.3517,83,96,
6,96.3333,96,1.4907,94,98,
4,97.75,99,2.2776,94,100,
6,92,92,1.291,90,94,
2,97.5,97,0.5,97,98,
5,93.6,95,1.9596,90,95,
8,93.625,94,1.5762,91,96,
5,92,91,2.2804,90,96,
7,95.4286,96,1.7613,92,98,
6,94.3333,93,2.2852,91,98,
7,95.5714,96,1.7613,93,98,
6,94.6667,95,1.3744,92,96,
4,94.5,95,1.118,93,96,
7,92.5714,93,2.665,90,97,
5,90.8,90,0.9798,90,92,
7,90.5714,91,0.7284,90,92,
206,95.4078,96,3.3456,81,100,
6,98.1667,98,0.6872,97,99,
8,97.5,98,1.6583,94,99,
4,93.5,93,3.3541,90,99,
7,94.1429,95,2.2946,91,97,
9,91.1111,92,3.2811,83,96,
8,90.125,91,4.1363,83,97,
4,98.75,99,0.433,98,99,
6,96.1667,96,3.2872,92,100,
8,94.875,96,2.7585,91,99,
6,92.3333,90,2.357,90,95,
3,92.3333,93,0.9428,91,93,
4,79.75,81,2.9475,77,84,
4,88.25,93,5.2619,83,94,
12,95.0833,96,2.3614,90,98,
3,93.6667,96,2.0548,91,96,
6,90.5,91,4.1932,82,95,
1,96,96,0,96,96,
8,92.875,94,5.2545,81,99,
6,93.6667,93,1.4907,92,96,
8,89.875,91,6.1326,80,100,
7,94.2857,95,1.4846,92,97,
5,96.2,96,1.833,93,98,
15,97.2,98,1.7963,94,100,
3,91,93,1.4142,90,93,
8,93.625,94,2.6428,90,98,
5,94.8,95,1.7205,92,97,
4,94.75,94,1.9203,93,98,
7,96.4286,99,4.0658,87,99,
5,96.2,96,1.3266,94,98,
7,97.2857,98,1.0302,96,99,
5,92,92,1.0954,90,93,
5,94.4,95,2.6533,90,97,
4,88.5,92,4.9749,80,92,
8,90.375,91,4.4141,80,96,
4,96.25,96,0.433,96,97,
6,92.3333,91,1.7951,90,95,
4,89.75,91,4.3229,83,95,
5,93.6,94,0.4899,93,94,
6,90.6667,92,4.5704,81,95,
6,96.8333,96,1.3437,95,99,
8,95,98,5.3151,82,99,
6,95.8333,95,2.5441,92,100,
5,94,94,1.4142,92,96,
7,92.7143,92,2.7627,91,99,
3,94.3333,96,1.2472,93,96,
13,94.8462,95,2.1428,90,98,
4,92,93,1.5811,90,94,
7,93.7143,94,1.906,91,96,
5,92,91,1.6733,90,94,
6,90,90,4.9329,80,96,
6,94.8333,94,1.3437,93,97,
6,94.6667,94,1.1055,93,96,
4,92,93,1.5811,90,94,
5,90,90,0,90,90,
5,97,97,1.0954,95,98,
8,95,95,1.6583,92,98,
8,93.75,95,3.0311,87,97,
12,94,95,3.9581,83,100,
1,94,94,0,94,94,
6,90.5,91,3.2016,84,94,
4,91.25,91,1.0897,90,93,
5,90.4,90,0.4899,90,91,
5,92.8,93,2.0396,90,95,
4,91.5,92,1.118,90,93,
3,93.3333,96,2.0548,91,96,
7,92,93,1.4142,90,94,
7,91.1429,91,1.3553,90,94,
7,95.8571,97,2.5873,90,99,
8,94,94,2.1213,91,98,
7,94.7143,97,3.1944,90,98,
5,95.2,94,2.7857,92,99,
5,90.4,92,4.3174,82,94,
7,92.2857,93,1.3851,90,94,
8,95.625,97,3.0388,90,99,
7,93.8571,96,2.2946,90,96,
16,96.1875,97,2.3775,92,99,
7,95.1429,96,1.9588,91,97,
8,94.25,94,1.5612,92,97,
8,92.375,93,2.1176,90,96,
6,96.1667,96,1.0672,95,98,
8,90.75,92,3.9607,81,94,
5,96.4,97,1.2,95,98,
7,89.5714,93,5.5769,80,96,
2,95,94,1,94,96,
5,91.8,91,1.7205,90,95,
3,96.3333,98,1.6997,94,98,
7,94.2857,95,1.2778,92,96,
7,98.4286,99,0.7284,97,99,
6,93.8333,93,2.4095,90,97,
5,94.2,94,2.1354,91,97,
3,97.3333,99,1.2472,96,99,
7,94.7143,96,2.7627,90,98,
7,88.8571,92,4.7638,81,93,
3,95,96,1.4142,93,96,
7,93.4286,95,1.9898,90,96,
5,97,97,1.7889,95,99,
8,88.5,90,4.717,81,96,
8,94.5,95,1.6583,92,97,
5,95.2,95,0.7483,94,96,
6,92.5,93,5.6199,81,98,
6,92.6667,93,0.9428,91,94,
7,93.2857,94,1.9795,90,96,
12,97,98,1.472,93,98,
3,91.6667,92,0.4714,91,92,
7,93.4286,95,1.9166,91,96,
6,94.1667,93,2.0344,91,97,
8,94.375,95,1.9961,91,97,
7,95.1429,95,1.3553,93,97,
7,92.1429,92,2.2315,90,97,
4,92.25,93,2.4875,90,96,
7,95.7143,96,2.0504,93,100,
17,96.2353,97,2.4139,90,99,
7,97,97,0.9258,95,98,
3,96.6667,98,1.2472,95,98,
6,90.8333,90,1.4625,90,94,
1,90,90,0,90,90,
13,93.7692,93,2.9392,90,100,
8,94.625,95,2.2879,91,98,
7,99.5714,100,0.4949,99,100,
8,93.375,96,5.2426,80,97,
6,92.3333,91,1.6997,90,94,
7,95.4286,97,2.5555,90,98,
6,91,91,2.9439,86,96,
8,88.875,91,4.3999,81,94,
4,94,95,1.2247,92,95,
4,94.5,95,1.6583,93,97,
6,89.8333,90,5.0139,82,97,
8,93.875,93,1.4524,92,96,
4,91.25,91,1.0897,90,93,
5,95.2,95,1.1662,94,97,
6,91.3333,91,4.4222,83,97,
5,91.8,96,6.5238,82,98,
7,96.2857,97,1.2778,94,98,
7,96.4286,97,1.7613,93,99,
5,96,96,1.4142,94,98,
7,81.8571,84,3.4405,74,85,
5,96.4,97,0.8,95,97,
7,93.7143,95,1.8295,90,96,
7,92.2857,93,2.1189,90,95,
7,91.5714,91,2.2588,90,96,
7,90.7143,91,0.6999,90,92,
4,93.5,95,2.2913,90,96,
5,93.4,96,4.4091,85,97,
19,93.3684,94,2.3888,90,97,
8,96.125,96,2.0879,93,100,
5,88.2,90,3.6,81,90,
8,95,95,1.2247,93,97,
6,93.3333,93,1.4907,91,95,
5,93.6,92,2.8705,90,97,
5,92.8,91,3.0594,90,97,
34,96.2353,97,2.6241,90,100,
6,96.3333,96,1.7951,93,99,
6,94.8333,95,1.3437,92,96,
6,94.6667,95,2.2111,91,98,
5,94.6,95,2.0591,91,97,
7,97.8571,99,0.9897,97,99,
6,97.8333,97,1.3437,96,100,
6,95,94,1.5275,93,97,
5,94,94,1.6733,92,97,
5,88.4,90,4.2708,80,92,
7,91.7143,93,4.1305,83,97,
5,89.8,92,5.671,82,98,
8,94.375,95,1.9961,90,97,
4,89.75,93,6.0156,80,96,
5,95.8,97,2.4819,91,98,
8,86.625,90,4.8718,80,94,
5,91.2,90,1.9391,90,95,
12,97.1667,97,1.6245,95,100,
4,95,96,2.2361,92,98,
4,93.5,94,1.5,91,95,
7,94.5714,95,1.7613,92,98,
7,89.7143,91,3.2388,83,94,
5,95,94,1.5492,94,98,
7,91.5714,92,1.7613,90,95,
4,86.25,86,3.4911,83,92,
4,94,95,1,93,95,
4,92.75,93,1.0897,91,94,
8,92.75,93,4.7893,84,100,
3,96,98,1.4142,95,98,
7,94.1429,94,1.4569,92,97,
3,90.6667,91,0.4714,90,91,
7,97.1429,98,1.1249,95,98,
6,93.3333,92,3.3993,90,98,
7,92.5714,94,2.2588,90,96,
6,93.5,94,1.5,91,95,
8,93,94,3.1225,85,95,
5,98.8,98,0.9798,98,100,
8,92.5,92,2.6458,90,97,
7,94.5714,96,1.6782,92,97,
31,96.5161,97,1.4563,92,99,
2,91,91,0,91,91,
3,92,93,1.4142,90,93,
8,96.5,98,3.2787,91,100,
7,92.1429,94,2.2315,90,95,
7,94.1429,95,2.9485,90,99,
2,95,94,1,94,96,
7,90.1429,91,4.3236,84,98,
4,91.25,94,4.3229,84,95,
8,95,95,1.3229,93,97,
8,95.125,96,2.2604,90,97,
7,91,91,1.4142,90,94,
21,98.3333,98,1.5533,95,100,
6,87,90,7.5719,72,94,
8,93.125,94,1.8998,90,96,
8,94.5,95,2.3979,91,98,
3,94.6667,96,1.2472,93,96,
6,96.1667,97,2.4777,91,99,
8,91.25,92,1.9203,87,93,
6,94.8333,95,2.4095,90,97,
7,94.5714,95,1.3997,93,97,
7,93.2857,96,2.4908,90,96,
2,92.5,92,0.5,92,93,
8,96.125,97,2.0272,92,98,
7,93.2857,95,2.603,90,97,
5,97.4,98,1.3565,95,99,
5,91.2,91,1.1662,90,93,
5,94.6,95,2.4166,90,97,
3,97,98,1.4142,95,98,
7,93.8571,95,1.8844,91,97,
4,95,96,3,90,98,
5,92.4,91,2.498,90,97,
5,91.4,91,1.4967,90,94,
6,90.6667,90,1.4907,90,94,
7,92.4286,94,2.0603,90,95,
8,96.375,97,1.111,94,98,
6,90.5,90,0.5,90,91,
9,96.6667,97,1.3333,94,99,
5,94,93,1.2649,93,96,
7,95.2857,96,0.6999,94,96,
7,93.8571,94,1.4569,91,96,
312,95.0449,96,3.497,80,100,
6,89.8333,90,1.3437,88,91,
4,91.75,93,1.7854,90,94,
8,92.75,93,2.1065,90,96,
5,92.6,93,1.4967,91,95,
5,95,96,2.6077,91,98,
2,95.5,95,0.5,95,96,
4,94.5,95,2.1794,91,97,
4,80,84,6.5192,71,88,
6,96,97,1.5275,93,97,
4,97.5,99,1.6583,95,99,
6,90.8333,90,1.0672,90,93,
8,94.625,94,2.8257,91,99,
7,90.1429,91,2.5873,84,92,
6,92.1667,91,2.5441,88,96,
4,87.25,92,5.2619,82,93,
5,97.4,98,1.3565,95,99,
6,93.8333,93,1.5723,92,96,
5,93,93,1.8974,90,95,
5,95.4,96,2.9394,91,100,
7,98.7143,99,0.6999,98,100,
5,94,93,1.2649,93,96,
6,96,96,0.8165,95,97,
6,96,94,2,94,98,
4,93.25,94,0.8292,92,94,
2,81,72,9,72,90,
6,93.3333,93,4.0277,86,98,
4,96,96,2.8284,92,100,
4,92.25,92,1.6394,91,95,
2,98,97,1,97,99,
5,93.2,93,3.1241,90,99,
7,92.5714,95,4.3706,83,96,
7,95.1429,96,2.2315,91,98,
8,94.875,95,1.8329,91,97,
16,97.25,98,1.82,94,100,
8,97,98,1.7321,94,99,
6,92.5,91,1.9791,90,95,
4,94.75,95,1.7854,92,97,
6,96,96,1.7321,93,98,
2,94.5,94,0.5,94,95,
15,96.3333,97,2.4944,90,100,
8,94.25,94,2.4367,91,100,
5,91.8,91,1.4697,90,94,
4,96.25,98,1.7854,94,98,
4,97.5,97,0.866,97,99,
8,93.75,95,2.2776,90,96,
3,98,98,0,98,98,
7,97.7143,98,1.0302,96,99,
8,93.875,96,3.3704,86,96,
6,97.1667,97,1.0672,96,99,
7,93.4286,96,2.9692,90,97,
5,95,96,2.1909,92,98,
7,94.8571,96,2.6419,90,98,
3,94.6667,98,2.357,93,98,
4,93.75,94,1.7854,91,96,
7,92.1429,93,2.2946,90,97,
4,93,94,1.2247,91,94,
5,86.2,90,6.4931,75,93,
6,93,92,1.9149,91,97,
5,98,98,0,98,98,
9,89.1111,90,4.0946,80,93,
4,91.75,90,3.0311,90,97,
7,91.8571,92,1.807,90,95,
7,90.1429,90,1.1249,88,92,
8,91.5,91,1.8708,90,96,
7,92.1429,93,1.7261,90,95,
5,94.4,95,2.1541,91,97,
8,90.625,91,3.4618,83,96,
2,96,96,0,96,96,
6,94,93,2,91,97,
10,95.6,96,1.2,94,97,
7,94.2857,95,2.6573,91,99,
6,96.6667,96,1.5986,95,100,
6,89.1667,91,8.8207,72,97,
5,93.2,93,2.2271,91,97,
8,97.25,99,4.4088,86,100,
9,92.4444,92,1.0657,91,94,
2,91.5,90,1.5,90,93,
4,91.75,93,1.7854,90,94,
7,94.1429,95,1.9588,90,96,
8,96,97,2.3452,91,99,
2,96.5,96,0.5,96,97,
7,87.8571,90,3.4817,81,90,
7,91.4286,92,1.0498,90,93,
2,92.5,91,1.5,91,94,
4,92.25,94,1.7854,90,94,
2,94,94,0,94,94,
7,92,92,2.0702,90,95,
5,95,95,1.8974,92,97,
2,95.5,94,1.5,94,97,
8,93.375,95,2.7358,90,97,
5,96,96,1.0954,95,98,
8,91.875,92,1.8329,90,95,
7,94.5714,96,1.8406,92,97,
14,95,95,3.0472,85,98,
8,93.625,96,4.7681,82,98,
16,96.8125,98,2.1278,92,99,
18,97.6111,98,1.6034,94,100,
6,90.8333,90,4.8448,82,98,
5,93.6,93,1.2,92,95,
5,94.6,94,2.1541,92,98,
6,87.1667,86,5.0799,80,96,
5,96.4,97,1.3565,94,98,
6,95.3333,95,2.2111,92,98,
4,93.25,94,1.299,92,95,
7,93.2857,96,3.1037,90,97,
6,91.1667,90,1.4625,90,94,
5,95.6,96,2.245,92,99,
7,90.7143,90,1.3851,90,94,
8,87.75,90,5.5396,74,92,
6,92.3333,92,2.2111,90,97,
5,94.6,96,1.7436,92,96,
4,91.5,95,5.0249,84,97,
7,95.5714,96,1.6782,92,98,
5,95.6,96,1.4967,93,97,
5,94.8,95,2.1354,92,98,
2,94,94,0,94,94,
7,90.7143,91,0.8806,90,92,
27,94.8519,96,2.5343,90,99,
7,93.7143,94,2.1853,90,97,
16,92.9375,93,1.3448,91,96,
6,95,95,1.7321,92,97,
6,94.3333,94,1.2472,92,96,
7,91.2857,92,4.1305,84,99,
4,94.75,95,1.0897,93,96,
7,97.4286,99,1.4983,95,99,
4,87.75,90,5.0683,83,95,
7,93.4286,93,1.178,92,96,
9,90.6667,92,3.6209,83,95,
7,95,97,3.0237,90,98,
6,97.5,97,1.6073,95,99,
7,93.4286,94,1.4983,92,96,
6,94.3333,92,2.8674,91,98,
4,95.5,95,0.866,95,97,
7,97.5714,98,0.4949,97,98,
5,94.8,95,1.7205,92,97,
6,89.1667,90,4.18,80,92,
6,92.6667,93,1.4907,90,95,
7,91.8571,92,1.8844,90,96,
7,95.4286,96,2.8212,91,100,
8,89.75,92,4.085,82,94,
7,91.8571,92,0.833,91,93,
7,86.8571,90,4.0507,80,93,
7,92.5714,94,2.9207,86,96,
7,94.4286,96,2.4411,91,98,
21,95.381,96,2.9837,90,99,
4,99,100,1,98,100,
9,89.6667,90,3.9158,82,95,
4,96.75,98,2.586,93,100,
4,94,95,2.5495,90,97,
8,90.75,92,4.3804,80,96,
8,89.375,95,8.9014,72,98,
9,87.7778,90,7.1302,72,100,
7,89.4286,90,2.2588,84,91,
7,91.5714,93,3.4166,84,95,
3,92.3333,96,2.6247,90,96,
20,92.1,92,3.767,82,98,
4,92.5,93,0.866,91,93,
4,94.75,96,2.9475,90,98,
7,92.7143,94,3.0102,90,97,
7,94.1429,96,4.673,83,98,
7,89,90,3.3381,81,92,
5,92.6,93,0.4899,92,93,
3,92,95,2.1602,90,95,
9,94.3333,95,1.8856,91,97,
21,97.2857,98,1.8553,93,100,
6,93.3333,94,1.7951,91,96,
8,93.375,93,1.5762,90,95,
7,91,92,3.5051,84,96,
2,98.5,98,0.5,98,99,
7,93.5714,95,4.1355,84,97,
7,91.5714,92,1.6782,90,94,
1,91,91,0,91,91,
12,96.75,97,2.3496,93,100,
3,96,98,2.1602,93,98,
9,91.4444,91,1.7708,90,95,
5,92.4,92,1.8547,91,96,
9,99.2222,100,1.2273,96,100,
4,96.5,97,1.118,95,98,
5,91,91,1.0954,90,93,
7,96,96,1.1952,94,98,
8,92.5,93,1.118,91,94,
24,97.4167,97,2.0395,93,100,
4,86.25,90,5.7609,77,92,
5,93.8,93,2.7129,91,99,
7,95.1429,96,1.7261,93,98,
8,94.5,95,1,93,96,
7,88.1429,91,6.0811,75,94,
5,92.8,92,1.833,91,95,
